@relation final_electricity_dataset-weka.filters.unsupervised.attribute.Remove-R22

@attribute fan numeric
@attribute refrigerator numeric
@attribute airconditioner numeric
@attribute television numeric
@attribute monitor numeric
@attribute monthlyhours numeric
@attribute tariffrate numeric
@attribute forecastwindproduction numeric
@attribute systemloadea numeric
@attribute smpea numeric
@attribute co2intensity numeric
@attribute actualwindproduction numeric
@attribute num_rooms numeric
@attribute num_people numeric
@attribute housearea numeric
@attribute is_ac numeric
@attribute is_tv numeric
@attribute is_flat numeric
@attribute ave_monthly_income numeric
@attribute num_children numeric
@attribute is_urban numeric
@attribute units numeric

@data
13.92,22.57,1.95,12.93,0.96,526.63,8.8,1053.3,3123.63,24.06,422.55,874.76,1.99,4.86,807.51,0,1.03,0,25639.69,1,1,4666.4
14.28,24.01,0,17.49,11.43,624.32,9.25,436.73,4263.97,53.42,472.18,460.29,2.1,5.16,816.03,0,0.99,0,24956.76,0.98,0.97,5045.27
14.02,21.1,2.07,13.43,0.97,538.66,8.66,364.71,4337.31,95.47,406.07,343.3,2.03,5.06,791.04,0,1.05,0,24609.18,1.05,1.02,4809.02
19.49,21.21,1.03,7.23,0.99,400.66,8.83,423.16,4245.55,57.73,483.34,446.42,2.07,4.92,783.16,0,1.04,0,25257.26,0.98,0.99,3089.16
13.92,22.37,1.03,20.92,12.57,794.3,7.63,427.84,4197.58,56.75,478.42,450.13,1.91,5.22,809.65,0,0.96,0,24380.72,1,1.04,7531.52
19.03,23.55,0,12.71,1,583.55,8.33,460.55,4216.69,55.57,470.95,424.98,2.05,4.76,803.78,0,1.05,0,25753.13,1.03,1.05,3973.35
19.12,24.07,0.95,19.92,1.02,567.66,7.6,457.15,4252.35,53.48,468.64,435.24,2.05,5.21,821.9,0,0.95,0,24756.55,1.03,1.04,5355.1
13.19,20.96,0.96,12.22,0.99,495.68,8.6,434.95,3988.48,53.14,472.73,428.13,1.91,4.91,818.68,0,0.97,0,23631.35,0.98,0.99,3712.75
19.92,21.67,2.92,13.05,0.97,656.75,8.61,432.51,4216.63,55.29,458.44,450.45,2.08,5.12,774.76,0,1.01,0,25545.38,1.03,1.04,6755.79
14.17,22.4,2,13.41,1.04,494.15,8.53,1140.73,3762.57,35.35,495.85,705.12,2.07,5.22,823.47,0,1.05,0,25149.21,1.01,1.03,4257.7
14.36,21.28,1.97,13.01,1.04,534.12,8.19,271.3,4589.06,73.96,417.26,292.23,2.03,4.85,823.27,0,1.02,0,23722,0.97,1.03,4494.64
13.95,23.76,0,3.9,1,395.56,7.93,440.92,4259.42,57.23,483.62,423.72,2.06,5.06,790.88,0,1.01,0,24604.82,0.97,1,1935.26
14.49,22.44,1.97,12.42,1.01,535.56,8.44,705.31,4881.3,61,531.92,492.99,2.06,5.15,797.47,0,1.05,0,25334.26,1.05,1,4720.49
17.5,23.53,2.08,11.78,0.98,429,9.65,423.11,4223.86,54.07,483.53,454.53,1.93,4.88,816.78,0,1.02,0,24108.9,1.03,1,4276.43
14.44,21.92,1.99,12.61,0.96,509.74,8.36,358.66,4054.2,43.62,548.31,316.39,2.02,5.07,801.49,0,1.02,0,24114.2,1.04,0.97,4485.16
17.46,22.74,0,18.68,0.98,472.05,8.23,455.93,4281.12,56.54,466.68,449.26,1.95,5.04,776.54,0,0.95,0,23618.63,1.03,0.99,3290.46
13.6,22.07,1.96,12.8,1.01,527.61,8.43,1203.84,3474.39,66.96,316.92,1047.74,2.01,4.99,810.97,0,0.98,0,24220.4,0.99,0.96,4586.86
11.83,23.47,0,12.92,0.99,480.89,8.47,458.53,3969.45,56.05,499.53,423.11,2.01,5.09,822.84,0,0.99,0,23874.62,0.98,1,2799.59
14.06,22.04,2.04,13.04,1.02,527.39,8.22,203.52,4057.63,70.99,582.34,334,2.1,4.89,822.18,0,1.04,0,24419.25,1.02,1,4987.48
4.93,19.29,0.96,21.93,7.16,580.32,8.23,430.78,4282.29,52.64,481.25,466.49,1.97,5.15,794.03,0,0.99,0,25109.58,0.97,0.96,5008.36
8.99,20.58,2.88,19.23,7.16,554.99,8.66,430.74,4228.18,54.12,488.75,446.39,2.05,5.17,773.31,0,0.96,0,24119.53,1.04,1.04,5968.34
10.48,20.91,1.05,3.09,1.05,255.58,8.12,458.72,4241.29,57.74,457.49,454.72,2.05,5.06,753.19,0,0.99,0,25860.42,0.99,1.02,1471.97
7.62,20.1,1.92,19.11,1,632.44,8.83,462.15,3984.68,54.56,489.13,443.97,2.05,4.98,773.21,0,1.03,0,25728.89,1,0.95,5543.67
16.69,22.85,2.95,16.58,12.44,596.87,8.11,446.38,4166.67,53.93,479.83,424.34,1.99,4.99,773.65,0,0.99,0,24958.78,0.97,1.02,7527.66
13.96,22.8,2.04,12.76,0.95,519.26,8.71,323.82,3664.11,51.68,373.86,455.03,1.99,4.79,808.62,0,0.97,0,23666.77,1.01,1.04,4539.15
14.26,22.84,1.99,13.48,1.01,518.71,8.22,243.64,3864.37,84.54,438.11,331.8,2.09,4.98,796.65,0,0.97,0,24926.21,1.04,1.04,5052.38
13.74,22.74,2.07,12.77,0.99,521.9,8.11,551.4,4645.04,68.37,432.3,665.91,1.93,4.92,816.34,0,1.04,0,24992.26,1.04,1.02,4425.19
5.79,18.52,0.98,15.2,1,432.89,8.29,463.57,4260.03,54.18,498.11,448.33,1.98,4.91,754.99,0,0.97,0,24154.42,1.04,1.03,2701.76
12.64,21.65,0.98,9.27,1.05,376.07,8.52,434.81,4098.45,55.37,457.71,451.61,2.05,4.97,826.63,0,1,0,23923.95,1.01,0.98,2508.41
9.03,22.02,2.97,12.57,1.04,500.04,8.32,434.64,3914.08,56.25,487.42,436.1,1.98,4.98,805.45,0,0.97,0,24695.66,0.99,1.04,5276.38
13.51,22.12,2.03,13.44,0.97,502.67,8.7,587.31,4217.18,70.33,377.58,548.37,2.08,5.09,798.36,0,0.99,0,25289.34,0.99,1.02,4310.91
9.05,18.89,0.98,8.72,1.02,464.31,9.11,420.21,4060.13,55.66,495.09,449.88,1.96,5.24,803.84,0,1.03,0,23753.32,0.97,0.96,2644.75
12.39,23.63,0,21.28,1.02,485.94,7.74,433.97,4193.92,52.5,458.22,442.54,2.03,5.06,805.45,0,0.99,0,24923.91,1.03,1.04,3396.64
13.56,22.45,1.96,13.48,1.03,491.97,8.36,387.72,3177.12,55.6,500,370.16,1.94,5.09,768.43,0,0.96,0,25148.75,0.96,0.98,4689.53
14.64,22.71,2.01,13.01,0.97,510.59,8.25,620.92,5111.15,61.19,427.91,546.88,2.07,4.87,802.67,0,0.98,0,25112.12,1.04,0.98,4897.76
22.48,20.95,0.96,15.46,0.99,640.8,8.13,435.83,4143.76,54.46,460.48,443.89,2.03,5.19,807.26,0,0.95,0,24895.76,0.99,1.02,4959.7
7.84,19.59,1.93,19.3,0.99,569.07,7.83,447.25,4294.05,52.68,500.76,426.69,2.06,5.23,777.07,0,1.03,0,24069.61,0.96,1.03,5231.76
22.81,22.62,1,4.07,1.02,458.04,8.29,430.94,4212.3,52.75,502.27,439.68,1.99,4.8,811.78,0,1.03,0,25795.95,0.98,0.97,3087.03
7.24,17.51,0.98,17.74,1.01,384.38,9.43,447.65,4266.72,54.84,489.49,442.26,1.97,5.09,781.23,0,1.05,0,24777.76,1.01,0.99,2644.98
18.29,23.41,0.95,10.74,1.03,580.25,8.27,452.25,4193.95,54.57,470.4,448.9,2.07,5.07,754.78,0,0.96,0,25031.5,0.96,0.99,4120.76
20.95,22.92,0.99,10.16,0.99,436.99,8.11,428.9,4135.32,55.48,492.88,423.02,1.97,4.93,809.78,0,1.04,0,24056.11,0.97,1.05,3555.21
14.09,22.53,1.96,12.5,0.98,518.3,8.17,543.83,2658.79,53.78,472.47,432.84,2.03,5.16,817.97,0,0.95,0,23758.07,0.99,1,4779.07
20.39,21.78,0,2.97,1.01,360.76,7.86,431.62,4080.79,52.59,494.9,450.61,2,4.92,767.48,0,0.99,0,25819.85,0.97,1.05,1751.93
13.76,22.99,2.03,12.8,1.01,523.86,8.76,146.92,2459.68,51.72,627.58,204.32,1.97,4.91,800.76,0,1.01,0,25945.22,1,1.05,4802.88
14.01,22.58,1.99,13.13,1,505.41,8.21,271.01,3072.09,31.53,612.19,257.52,2.05,4.95,807.31,0,0.99,0,25467.59,1,0.99,4502.63
13.65,21.59,1.96,13.15,0.99,496.34,8.4,73.53,4702.85,121.52,519.91,47.79,2.07,5,780.61,0,0.96,0,25679.63,0.99,0.99,4186.3
13.5,21.28,2.06,13.47,1.02,503.64,8.75,1177.68,4277.52,69.86,438.79,1093.87,1.93,4.87,795.89,0,1.02,0,25888.31,1.03,0.99,4300.32
14.62,22.8,2.07,12.54,1.03,533.44,8.16,370.14,2833.52,55.85,507.3,367.19,2.01,4.92,777.92,0,1.03,0,25437.46,0.96,1.02,4599.22
12.43,22.39,0.96,5.03,0.97,521.37,8.55,452.88,4216.79,57.79,486.34,436.9,2.08,4.88,768.69,0,0.97,0,23667.31,1.02,0.97,3608.33
8.36,19.88,0,14.51,1,322.1,7.98,432.01,3898.47,57.91,482.99,446.85,2.03,5.01,814.58,0,0.98,0,25929.44,0.99,1.05,1807.61
13.45,21.89,2.09,12.86,0.98,521.05,8.25,875.23,5344.53,51.4,470.4,836.76,2.08,5.24,807.56,0,0.98,0,24581.59,1.04,0.97,4652.88
13.84,21.44,2.02,13.62,1,529.52,8.05,29.17,3542.14,46.24,658.97,27.34,2.1,4.92,780.1,0,0.97,0,24802.39,0.99,0.99,4613.18
8.86,21.24,0,8.93,1,348.51,7.91,440.15,4063.65,55.97,466.71,432.37,1.95,4.86,821.58,0,0.98,0,23514.06,0.96,0.97,1735.71
14.57,21.29,3,9.64,0.99,553,8.91,421.64,4190.28,57.4,464.16,464.15,2.02,4.91,768.23,0,0.96,0,25270.43,0.96,0.98,5875.57
13.42,22.94,2.05,13.14,1.05,528.74,8.35,752.08,2581.38,29.42,381.38,719.23,1.96,5.1,788.46,0,1.01,0,25191.42,1.03,1.02,5079.54
15.19,22.1,0.99,15.67,0.95,548.89,9.35,439.18,4037.12,56.32,478.31,453.63,1.97,5.12,828.94,0,1.04,0,23601.14,0.96,1.02,4525.69
14.41,23.94,3,4.12,1.02,588.57,8.55,453.75,4093.96,56.64,493.33,464.13,1.92,4.96,818.15,0,0.96,0,25301.29,1.01,0.95,6070.01
13.91,21.73,2.01,13.34,1,504.59,8.1,946.76,4455.33,104.41,412.18,868.29,2.04,4.83,825.61,0,1.01,0,23832.46,1.03,0.98,4683.34
13.44,21.28,2.08,12.84,1.01,540.5,8.35,111.3,3734.94,97.33,554.01,204.59,2.07,4.9,806.15,0,1.03,0,23901.64,1.01,0.99,5026.7
12.53,21.71,3.08,18.53,0.97,677.69,9.58,450.21,3906.91,55.94,487.83,432.35,2,5.19,801.15,0,0.97,0,25784.82,1.02,1.02,7808.25
15.02,21.45,0,9.25,1,316.32,7.88,438.77,4289.95,57.17,476.15,446.47,1.93,5.03,767.78,0,0.98,0,25223.37,0.96,1.04,1814.08
22.27,23.7,1.96,18.46,1.01,649.67,8.13,434.59,4045.66,55.19,482.53,425.15,2,4.83,765.47,0,1,0,24886.86,1,1,7222.62
14.45,22.53,1.93,12.71,1.02,534.81,8.64,69.79,3486.25,49.75,607.26,25.86,1.91,5.13,802.32,0,1.04,0,24731.37,0.96,1.02,4511.38
9.17,19.49,3,3.99,0.96,287.71,7.84,452.77,4013.15,56.23,468.47,441.17,1.92,4.85,802.3,0,1.03,0,25959.91,0.97,1,2446.36
7.1,20.99,2.02,13.25,7.08,547.26,8.78,421.97,3918.72,53.6,462.86,467.04,2.09,5.04,781.81,0,1.01,0,25701.27,1.03,1.01,5082.9
5.06,22.12,1.01,4.03,0.98,343.26,7.88,447.62,4184.77,52.93,474.53,428.24,2.03,4.86,763.1,0,1,0,25232.89,1,1.01,2017.12
7.21,16.6,1.91,15.71,6.67,477.88,8.51,422.46,4137.59,55.84,502.78,434.25,2.07,5.21,762.25,0,0.96,0,25205.27,1.02,0.95,3945.06
14.1,22.33,1.98,12.72,1.01,539.17,8.11,1185.7,4670.31,63.82,404.65,1259.47,1.97,4.84,765.81,0,1.02,0,23887.01,1.04,0.99,4718.5
18.02,21.33,2.05,7.61,0.96,547.23,8.82,460.55,3954.52,53.88,490.35,427.65,2.04,5.11,795.64,0,1,0,25861.38,1,1.04,4454.08
14.13,21.46,2.09,13.04,1.01,522.3,8.52,736.77,2919.39,45.23,390.88,768.88,1.98,5.14,817.38,0,1.01,0,24929.41,1.01,0.96,4669.07
14.05,22.06,1.95,12.36,1,536.09,8.63,347.48,4963.73,73.26,485,318.66,2.04,5.1,822.58,0,0.96,0,23848.55,0.99,1,4681.01
6.22,16.36,3.11,10.91,7.04,533.13,7.9,455.84,4218.1,53.16,483.33,458.24,2.05,5.21,761.46,0,0.98,0,24523.94,1.01,0.95,5482.49
8.77,18.51,2.91,3.98,1.03,451.57,8.63,421.73,4107.42,52.5,503.41,441.86,2.02,5.03,827.39,0,1.02,0,24241.2,0.96,0.95,3910.89
20.41,20.99,1.02,6.9,1.01,558.08,7.48,433.37,3909.23,56.32,483.14,454.83,2,5.05,753.64,0,1.04,0,25380.69,0.97,1.02,4238.25
7.14,20.59,1.95,19.46,1.05,578.32,8.95,453.51,4205.13,57.59,504.08,431.32,2.04,4.81,770.77,0,0.96,0,25084.8,1.02,0.98,5181.62
13.49,22.17,2.09,12.86,0.96,513.08,8.57,275.47,4398.77,51.23,442.97,261.78,1.94,5.04,814.43,0,1.03,0,23721.63,1,1.01,4784.35
13.67,22.74,2.06,12.47,0.99,525.55,8.06,546.18,2730.95,35.91,495.87,427,1.92,4.91,780.19,0,0.99,0,23572.81,1.02,1.04,4644.07
14.48,20.9,1.91,12.59,1.03,497.1,8.57,389,5041.67,48.53,464.86,367.29,1.9,4.88,760.98,0,0.97,0,24579.68,0.96,1.01,4266.6
14.51,21.24,1.95,13.57,1.05,514.69,8.37,235.74,5913.95,67.15,449.13,367.79,2.05,5.08,750.99,0,1,0,24527.43,1,1,4312.48
17.62,23.7,2.86,2.85,12.01,468.15,7.95,438.08,4136.62,57.88,458.21,457.94,2.08,5.13,793.88,0,0.97,0,24977.11,0.99,0.95,4845.46
14.32,22.81,0.98,5.08,1,278.77,7.73,458.61,4015.25,56.25,476.53,450.75,2.08,4.92,810.89,0,1.01,0,24945.3,0.99,1.04,1982.6
16,21.61,1.01,12.59,0.98,409.56,9.53,461.04,4185.74,57.76,504.03,463.46,1.93,5.14,804.55,0,0.98,0,24246.89,1,1.02,2852.93
14.62,22.55,2.09,12.81,1,490.87,8.7,454.87,4293.12,54.93,473.12,449.95,2.04,5.95,1039.52,0,0,0,21935.91,0,0.99,4669.1
13.59,22.27,1.96,13.21,1.01,524.43,8.08,560.71,2707.84,36.36,391.14,562.56,2.06,5.21,803.51,0,0.99,0,23571.09,1.04,1.04,4953.2
12.47,22.21,3.08,11.85,1.05,600.76,8.32,425.99,4041.89,52.66,461.99,449.37,2.04,4.79,786.53,0,0.98,0,25818.39,0.95,1,6596.1
4.95,18.76,3.05,4.04,0.98,245.75,9.36,439.52,4265.02,57.66,489.99,446.54,2.02,5.03,813.98,0,1.02,0,25278.46,0.96,1.01,1926.29
13.55,21.88,1.91,13.63,1.02,520.74,8.54,152.28,4519.98,52.23,559.19,214.43,1.91,4.8,763.91,0,1.03,0,25222.44,0.98,0.96,4890.55
13.45,22.9,2.03,13.07,0.99,517.87,8.06,188.56,3601.34,111.47,420.59,193.97,1.93,5.09,751.66,0,0.98,0,25632.66,0.97,0.96,4858.53
13.53,21.26,2.06,12.76,0.99,499.23,8.46,553.53,4610.95,57.22,454.06,574.1,2.03,4.89,805.17,0,1.01,0,25671.27,0.97,0.97,4274.92
14.25,22.92,2.07,12.39,1.04,523.28,8.67,95.64,4041.44,54.45,632.41,107.35,1.99,5.18,754.65,0,1,0,25147.96,1.01,0.97,4798.91
17.68,23.14,0,12.5,12.05,714.01,9.16,442.96,4267.11,56.32,502.37,445.83,2.04,5.08,811.38,0,1.01,0,25456.6,0.98,0.97,5068.4
13.48,22.15,2,12.83,1.04,516.14,8.22,1324.91,3045.92,34.56,356.92,1148.75,1.99,4.96,806.12,0,1.05,0,24995.09,0.96,0.97,4580.9
4.95,18.62,0,15.21,1.04,503.92,9.47,429.64,4288.21,56.72,494.25,447.36,1.98,4.82,797.08,0,0.97,0,24174.67,0.97,1.04,2428.76
13.44,22.05,1.98,13.05,1.03,535.02,8.4,113.61,2513.66,40.59,550.71,57.4,2,5.11,828.6,0,1,0,25916.63,1.04,1.04,5031.39
21.2,22.84,3.07,19.05,0.95,585.05,9.04,420.31,4235.72,55.3,476.02,458.43,1.98,4.87,826.54,0,0.98,0,25301.78,0.96,1.05,6579.69
14.55,21.75,2.03,12.7,1.01,519.01,8.32,176.61,4677.58,66.97,594.09,68.09,2.08,4.85,812.38,0,0.99,0,25357.53,1.04,1.04,4466.23
22.25,21.91,1.97,2.86,0.99,472.74,8.68,444.71,4173.53,56.22,469.48,428.4,1.92,4.81,794.27,0,1.04,0,23520.95,1.04,0.98,3933.85
14.47,22.46,2.1,12.86,1,538.92,8,525.34,4525.79,48.72,539.94,475.65,2.02,5.04,788.05,0,1.04,0,25564.81,1.01,1.02,4936.49
24.11,22.96,2.02,12,1.05,635.5,8.7,436.67,4059.27,55.68,473.7,460.7,2.1,4.89,758.61,0,1.04,0,24709.24,0.99,0.96,6471.89
20.95,21.87,3.11,18.75,1.03,625.45,7.61,462.06,3934.71,53.94,470.05,458.03,2.09,4.87,767.25,0,1.02,0,25704.67,1.02,1.05,7467.34
13.57,20.97,1.98,13.03,1,491.83,8.04,720.43,5213.79,57.43,400.92,862.37,1.97,4.99,768.55,0,1.04,0,24946.91,0.98,0.97,4310.39
13.44,20.91,1.92,13.56,1.03,535.47,8.22,167.54,3674.51,45.25,621.8,162.15,1.93,5.01,763.6,0,1.03,0,24444.78,0.95,0.95,4867.23
21.86,23.14,1.01,14.28,1.02,596.54,7.42,463.17,4205.59,54.07,464.63,459.33,1.9,5.21,807.34,0,0.99,0,25737.62,1.04,1.03,5182.91
13.16,22.99,2.95,11.53,0.97,449.17,7.61,459.16,4222.88,54.32,481.79,445.91,1.97,5.13,779.93,0,1.01,0,24379.93,1.02,0.97,4404.81
19.3,21.67,1.04,20.38,1.03,649,8.95,448.1,3936.76,54.13,486.47,427.06,2.08,5.1,770.73,0,0.99,0,25446.92,0.97,1.02,5827.39
13.99,22.46,1.95,13.25,1.01,508.83,8.35,259.31,3741.33,54.03,487.52,250.12,2.04,5.15,794.93,0,1,0,25227.72,0.99,1.04,4723.26
12.96,22.17,1.04,12.8,1.03,384.94,7.86,433.03,4134.64,53,461.75,462.65,2.01,4.81,751.56,0,0.97,0,24901.68,0.98,0.99,2766.15
14.89,22.03,3.12,8.04,1.02,471.95,9.5,428.3,4262.17,52.96,482.25,433.77,1.95,5.07,773,0,0.97,0,23827.92,1.01,1.03,4499.96
19.36,22.85,2.96,12.18,1.02,653.74,8.26,424.61,4126.42,56.22,474.09,463.61,2.06,5.21,765.21,0,1.01,0,24483.99,0.98,1.03,7334.11
13.8,21.42,2.07,12.6,1,501.91,8.6,237.61,4688.71,65.81,511.17,239.16,2.1,4.98,802.1,0,1.03,0,24852.2,1.04,1.03,4467.63
5.2,23.01,2.91,17.61,1.02,630.6,8.9,447.1,3934.7,53.92,494.7,464.77,1.96,5.23,781.92,0,1.01,0,25456.03,1.01,1.02,6218.3
8.14,22.58,0,20.82,6.99,469.38,7.65,420.88,4302.93,53.14,457.75,443.74,1.91,5.22,799.55,0,1.03,0,25569.38,1.03,1.01,3157.42
9.06,18.33,2.07,5.21,0.98,431.33,8.5,420.24,4157.26,56.34,460.85,454.76,2.02,5.07,760.07,0,0.95,0,23921.04,1.03,1.02,3142.56
22.81,24.14,0.97,4.79,12.6,638.06,8.42,441.82,3923.94,56.36,499.36,453.25,1.93,4.92,794.85,0,0.97,0,23639.94,1.05,0.97,5557.44
13.36,21.51,2.03,13.14,0.98,522.84,8.01,320.38,4140.24,56.93,493.6,71.91,1.97,4.92,788.66,0,1,0,24897.57,1,1.05,4912.96
13.9,21.29,1.93,12.71,1,501.27,8.81,303.3,4500.29,50.4,570.7,330.48,1.98,4.99,773.5,0,1.03,0,24460.46,0.95,1.02,4281.65
14.91,20.92,2.02,14.03,1,636.21,9.3,458.39,4069.11,56.07,457.64,436.75,2.01,5.24,811.31,0,1.04,0,24600.13,1.02,1.03,5740.57
6.06,19.99,0,13.12,0.99,425.75,7.7,442.73,4134.82,55.11,478.79,424.78,1.92,5.22,779.66,0,1.04,0,23517.89,0.97,1.02,2108.46
13.54,21.52,1.96,12.86,1.04,514.89,8.74,15.44,3125.75,43.13,493.49,45.83,2.04,5.17,770.2,0,1.05,0,25579.46,0.97,0.99,4397.71
13.93,22.98,1.95,13.44,0.98,499.11,8.21,234.36,3631.69,54.79,498.62,273.39,2.06,5.13,795.91,0,1.01,0,23619.17,0.97,1.01,4379.3
13.73,21.76,2.06,13.37,1.01,537.63,8.66,63.43,4439.4,73.15,563.3,80.76,1.94,4.99,753.55,0,0.96,0,24709.45,0.98,1.04,4694.02
13.82,22.77,1.96,12.97,1.03,507.26,8.53,360.04,4557.59,54.38,434.98,435.27,1.94,4.84,821.12,0,0.97,0,25117.95,1.02,0.97,4797.89
13.46,22.37,2.03,12.71,1,505.37,8.75,797.02,3966.08,43.28,409.67,777.12,2.04,4.89,777.76,0,0.99,0,24062,0.97,1.03,4662.49
5.84,21.16,3.13,13.88,1.02,577.9,8.99,434.65,4033.86,57.11,486.24,425.33,1.93,5.02,774.64,0,0.98,0,25929.63,1.03,1,6103.97
14.66,21.92,2.08,12.85,1.05,505.41,8.59,484.95,4849.74,46.84,564.31,298.79,1.94,4.76,794.16,0,1,0,24176.35,0.96,1,4728.44
21.01,22.04,2.03,6.09,0.98,399.79,8.33,442.93,3925.05,54.98,459.38,425.81,1.97,5.04,790.81,0,1.02,0,25633.95,1.04,1.03,3611.8
20.15,23.67,2.08,11.09,0.97,468.65,8.15,423.45,4032.2,54.03,457.09,462.57,1.91,5.19,779.24,0,1,0,24630.45,0.97,1,4515.73
14.08,20.99,2.05,12.85,1.01,506.04,8.42,946.39,5425.58,55.4,513.59,1095.04,2.05,4.92,773.28,0,1.03,0,25515.61,1.01,0.98,4808.93
5.87,18.31,1.92,11.91,0.98,471.14,7.96,457.04,4089.34,57.34,465.34,426.99,1.97,4.99,790.75,0,0.97,0,24535.73,0.99,0.98,3854.58
13.67,23.1,2.03,13.57,0.99,534.65,8.16,556.59,5664.29,201.1,445.5,481.41,1.99,5.07,788.33,0,1,0,25647.82,1,1.05,4759.44
13.84,22.82,1.92,13.62,1.04,500.31,8.65,852.76,2713.46,41.18,358.45,740.52,1.96,4.76,815.03,0,0.97,0,24829.63,0.95,1.03,4863.26
14.6,22.33,2.05,12.53,0.97,507.18,8.26,1392.36,2786.62,32.59,361.17,840.61,2.1,4.82,800.73,0,1,0,25193.87,0.97,1.04,4439.4
10.85,21.03,0.98,8.26,0.98,354.1,7.89,427.96,4054.16,56.69,497.73,432.07,1.97,5.16,788.02,0,1.02,0,24919.93,1.04,1.01,2393.09
14.65,21.37,2.02,13.59,0.95,496.46,8,226.68,4215.33,48.57,546.48,309.7,2.01,4.97,772.85,0,0.98,0,25345.06,0.96,1.02,4390.5
13.74,22.89,2.04,13.38,1.05,520.6,8.3,688.33,3017.12,0,439.07,650.79,1.98,5.02,794.7,0,1.01,0,24147.88,1.02,1.03,4574.09
15.07,21.58,1.04,8.26,1.02,343.02,7.58,444.56,4247.16,56.72,460.22,450.39,1.98,5.02,795.68,0,1.02,0,25751.77,1.01,0.99,2283.03
7.19,23.52,2.04,20.05,1.02,676.18,8.11,448.57,4258.17,52.63,457.67,445.64,1.95,5.04,801.1,0,1.04,0,24748.94,0.99,0.97,6690.57
18.26,22.03,2.89,6.25,1.01,410.58,8.48,449.69,4075.85,54.21,475.21,437.43,1.95,5.08,780.63,0,1.03,0,25264.09,1,0.99,4278.46
13.59,21.71,1.93,13.45,0.99,507.95,8.22,475.75,4233.26,98.32,496.45,626.12,2.02,4.91,804.54,0,0.99,0,25860.99,0.98,0.99,4762.14
14.13,22.02,2,13.6,0.98,517.08,8.12,173.65,2713.09,54.79,575.48,137.49,1.99,4.95,784.82,0,0.98,0,24649.25,1,0.97,4387.79
15.9,22.66,3.12,2.94,0.97,401.55,7.94,442.7,4242.47,54.89,499.72,429.79,2.01,4.85,770.43,0,1.03,0,24187.55,0.96,0.99,3657.37
7.02,21.97,0,5.85,1,473.53,7.65,436.31,4266.79,53.17,479.91,463.53,2.01,5.12,766.24,0,0.99,0,25519.39,1.05,0.95,2195.23
19.47,21.98,0,22.5,1.03,511.1,7.85,450.39,3920.11,56.21,469.82,441.86,1.98,5.24,762.91,0,1,0,25645.49,1.01,1.01,3557.12
16.24,22.65,0.96,14.26,1,453.28,8.49,451.72,4062.94,56.32,481.51,445.61,1.97,5,767.57,0,0.96,0,24135.06,1,0.95,3712.08
17.17,22.93,1.99,12.59,1.01,568.56,7.46,435.61,3976.46,54.78,479.16,458.77,1.91,4.78,783.73,0,0.98,0,24828.98,1,0.97,5675.53
12.89,22.22,1.02,3.86,1.04,529.98,8.64,457.41,4225.91,53.35,503.62,450.83,2.08,4.75,785.77,0,1.02,0,25502.36,0.99,1.04,3253.83
14.08,23.02,1.98,13.31,1.01,494,8.73,1354.54,3207.25,34.68,399.17,990.94,1.96,4.82,780.4,0,0.99,0,25298.38,1.04,1.03,4598.52
21.52,22.6,2.09,11.32,1.03,450.68,9.09,432.23,4117.87,56.79,496.71,455.32,1.95,4.97,796.12,0,0.97,0,24244.49,0.99,0.98,4440.11
13.93,22.68,1.99,12.93,0.99,500.22,8.25,68.12,4231.96,47.31,553.1,134.67,1.97,4.89,795.9,0,1.02,0,24015.76,1.03,0.96,4736.83
21.71,22.78,0,19.75,11.62,640.65,8.03,422.65,4153.39,57.82,462.2,428.23,2.07,5.04,775.3,0,1.01,0,23539.93,0.99,0.98,5851.37
18.99,22.06,1.02,12.77,0.97,521.78,8.71,422.04,3926.46,56.14,485.46,444.03,2.04,4.89,762.99,0,1.02,0,24789.82,1.05,1.05,4041.15
21.45,21.21,0,18.59,0.97,568.31,9.31,448.29,4302.03,54.45,503,438.6,2.07,5.21,772.33,0,1.04,0,24383.01,1.03,0.99,4174.29
14.55,21.77,1.92,12.97,1.04,508.26,8.04,33.65,4392.13,123.48,500.34,57.13,2.09,5,827.05,0,0.97,0,23889.39,0.97,0.98,4629.14
13.54,21.53,2,12.6,1.02,529.56,8.45,94.05,4692.99,54.79,432.91,87.99,1.96,5.16,776.8,0,1.04,0,24066.15,0.96,0.99,4847.86
14.01,21.17,2.08,13.12,0.97,528.44,8.13,677.38,4520.48,51.94,435.6,889.37,1.94,5.23,759.65,0,1,0,23680.58,1,1.04,4499.96
8.3,21.86,0.99,11.91,0.98,368.73,8.74,453.54,4166.75,55.05,492.78,448.35,2.05,5.17,827.44,0,0.95,0,25752.03,1.03,1.03,2403.29
12.76,21.59,0,19.79,0.98,384.61,9.5,451.98,4198.8,56.51,495.64,462.78,1.98,5.09,812.12,0,1.02,0,23807.73,0.96,0.98,2550.63
18.58,21.26,1.99,14.67,0.99,686.17,8.36,442.7,4197.4,54.97,476.64,434.01,2.03,4.83,770.16,0,0.99,0,24492.25,0.98,1,6501.55
13.61,22.53,1.95,12.98,0.95,540.02,8.62,72.25,5149.12,59.2,564.11,37.97,2.08,5.23,818.02,0,1.01,0,25665.63,0.96,1.04,4886.81
14.43,22.66,1.93,12.84,1,532.63,8.17,1009.52,3085.67,33.29,413.06,1008.93,1.93,4.75,794.59,0,1.02,0,24152.74,1,0.95,4560.09
